#class tools::histo::h1d
#title total number of detected op
#dimension 1
#axis edges 0 0.9 5.1 10.1 15.1 20.1 25.1 30.1 35.1 40.1 45.1 50.1 55.1 60.1 65.1 70.1 75.1 80.1 85.1 90.1 95.1 100.1 105.1 110.1 115.1 120.1 125.1 130.1 135.1 140.1 145.1 150.1 155.1 160.1 165.1 170.1 175.1 180.1 185.1 190.1 195.1 200.1 205.1 210.1 215.1 220.1 225.1 230.1 235.1 240.1 245.1 250.1 255.1 260.1 265.1 270.1 275.1 280.1 285.1 290.1 295.1 300.1 305.1 310.1 315.1 320.1 325.1 330.1 335.1 340.1 345.1 350.1 355.1 360.1 365.1 370.1 375.1 380.1 385.1 390.1 395.1 400.1 405.1 410.1 415.1 420.1 425.1 430.1 435.1 440.1 445.1 450.1 455.1 460.1 465.1 470.1 475.1 480.1 485.1 490.1 495.1 500.1 505.1 510.1 515.1 520.1 525.1 530.1 535.1 540.1 545.1 550.1 555.1 560.1 565.1 570.1 575.1 580.1 585.1 590.1 595.1 600.1 605.1 610.1 615.1 620.1 625.1 630.1 635.1 640.1 645.1 650.1 655.1 660.1 665.1 670.1 675.1 680.1 685.1 690.1 695.1 700.1 705.1 710.1 715.1 720.1 725.1 730.1 735.1 740.1 745.1 750.1 755.1 760.1 765.1 770.1 775.1 780.1 785.1 790.1 795.1 800.1 805.1 810.1 815.1 820.1 825.1 830.1 835.1 840.1 845.1 850.1 855.1 860.1 865.1 870.1 875.1 880.1 885.1 890.1 895.1 900.1 905.1 910.1 915.1 920.1 925.1 930.1 935.1 940.1 945.1 950.1 955.1 960.1 965.1 970.1 975.1 980.1 985.1 990.1 995.1 1000.1 1005.1 1010.1 1015.1 1020.1 1025.1 1030.1 1035.1 1040.1 1045.1 1050.1 1055.1 1060.1 1065.1 1070.1 1075.1 1080.1 1085.1 1090.1 1095.1 1100.1 1105.1 1110.1 1115.1 1120.1 1125.1 1130.1 1135.1 1140.1 1145.1 1150.1 1155.1 1160.1 1165.1 1170.1 1175.1 1180.1 1185.1 1190.1 1195.1 1200.1 1205.1 1210.1 1215.1 1220.1 1225.1 1230.1 1235.1 1240.1 1245.1 1250.1 1255.1 1260.1 1265.1 1270.1 1275.1 1280.1 1285.1 1290.1 1295.1 1300.1 1305.1 1310.1 1315.1 1320.1 1325.1 1330.1 1335.1 1340.1 1345.1 1350.1 1355.1 1360.1 1365.1 1370.1 1375.1 1380.1 1385.1 1390.1 1395.1 1400.1 1405.1 1410.1 1415.1 1420.1 1425.1 1430.1 1435.1 1440.1 1445.1 1450.1 1455.1 1460.1 1465.1 1470.1 1475.1 1480.1 1485.1 1490.1 1495.1 1500.1 1505.1 1510.1 1515.1 1520.1 1525.1 1530.1 1535.1 1540.1 1545.1 1550.1 1555.1 1560.1 1565.1 1570.1 1575.1 1580.1 1585.1 1590.1 1595.1 1600.1 1605.1 1610.1 1615.1 1620.1 1625.1 1630.1 1635.1 1640.1 1645.1 1650.1 1655.1 1660.1 1665.1 1670.1 1675.1 1680.1 1685.1 1690.1 1695.1 1700.1 1705.1 1710.1 1715.1 1720.1 1725.1 1730.1 1735.1 1740.1 1745.1 1750.1 1755.1 1760.1 1765.1 1770.1 1775.1 1780.1 1785.1 1790.1 1795.1 1800.1 1805.1 1810.1 1815.1 1820.1 1825.1 1830.1 1835.1 1840.1 1845.1 1850.1 1855.1 1860.1 1865.1 1870.1 1875.1 1880.1 1885.1 1890.1 1895.1 1900.1 1905.1 1910.1 1915.1 1920.1 1925.1 1930.1 1935.1 1940.1 1945.1 1950.1 1955.1 1960.1 1965.1 1970.1 1975.1 1980.1 1985.1 1990.1 1995.1 2000.1
#annotation axis_x.title 
#bin_number 403
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
3058565,3.05856e+06,3.05856e+06,0,0
1082832,1.08283e+06,1.08283e+06,3.07224e+06,1.09472e+07
888854,888854,888854,7.06674e+06,5.79614e+07
776115,776115,776115,1.00442e+07,1.3154e+08
667069,667069,667069,1.19633e+07,2.15881e+08
564414,564414,564414,1.29426e+07,2.97913e+08
475915,475915,475915,1.32928e+07,3.72234e+08
399658,399658,399658,1.31613e+07,4.34214e+08
335664,335664,335664,1.2732e+07,4.83605e+08
282007,282007,282007,1.21075e+07,5.20375e+08
236635,236635,236635,1.13416e+07,5.44057e+08
198516,198516,198516,1.05059e+07,5.5639e+08
165482,165482,165482,9.58624e+06,5.55654e+08
139071,139071,139071,8.75185e+06,5.51039e+08
116244,116244,116244,7.89687e+06,5.36694e+08
97400,97400,97400,7.10321e+06,5.1822e+08
82009,82009,82009,6.39093e+06,4.98207e+08
68691,68691,68691,5.69669e+06,4.72576e+08
57341,57341,57341,5.04265e+06,4.43572e+08
47833,47833,47833,4.44461e+06,4.13085e+08
40129,40129,40129,3.92983e+06,3.84928e+08
33719,33719,33719,3.47043e+06,3.57251e+08
28178,28178,28178,3.04109e+06,3.28264e+08
23953,23953,23953,2.70481e+06,3.05479e+08
20088,20088,20088,2.36971e+06,2.79587e+08
16810,16810,16810,2.06647e+06,2.54067e+08
14061,14061,14061,1.79862e+06,2.30099e+08
11784,11784,11784,1.56642e+06,2.08246e+08
10107,10107,10107,1.39396e+06,1.92276e+08
8593,8593,8593,1.22816e+06,1.75554e+08
7254,7254,7254,1.07319e+06,1.58788e+08
6064,6064,6064,927425,1.41852e+08
5198,5198,5198,820898,1.29651e+08
4498,4498,4498,733028,1.19469e+08
3849,3849,3849,646487,1.08593e+08
3246,3246,3246,561170,9.70217e+07
2777,2777,2777,494075,8.79097e+07
2314,2314,2314,423295,7.7437e+07
2001,2001,2001,376052,7.06762e+07
1727,1727,1727,333147,6.42691e+07
1504,1504,1504,297711,5.89337e+07
1347,1347,1347,273364,5.54799e+07
1175,1175,1175,244312,5.08009e+07
935,935,935,199051,4.23776e+07
861,861,861,187591,4.08732e+07
713,713,713,158960,3.54409e+07
649,649,649,147932,3.37207e+07
609,609,609,141928,3.30777e+07
488,488,488,116168,2.76546e+07
444,444,444,107807,2.61773e+07
439,439,439,108850,2.69903e+07
333,333,333,84218,2.13e+07
311,311,311,80261,2.07139e+07
284,284,284,74672,1.96341e+07
260,260,260,69706,1.86887e+07
223,223,223,60862,1.66111e+07
222,222,222,61678,1.71363e+07
188,188,188,53209,1.506e+07
180,180,180,51801,1.49078e+07
165,165,165,48348,1.41672e+07
131,131,131,39018,1.16216e+07
131,131,131,39702,1.20327e+07
125,125,125,38494,1.18546e+07
110,110,110,34412,1.07655e+07
97,97,97,30825,9.79586e+06
96,96,96,30990,1.00041e+07
85,85,85,27879,9.14417e+06
66,66,66,21965,7.31014e+06
56,56,56,18944,6.4086e+06
56,56,56,19204,6.58572e+06
63,63,63,21929,7.63315e+06
59,59,59,20819,7.3464e+06
60,60,60,21465,7.67922e+06
54,54,54,19605,7.11781e+06
48,48,48,17651,6.49087e+06
52,52,52,19393,7.23256e+06
43,43,43,16266,6.15319e+06
29,29,29,11103,4.25099e+06
38,38,38,14749,5.72462e+06
38,38,38,14944,5.877e+06
38,38,38,15122,6.01784e+06
27,27,27,10875,4.38026e+06
17,17,17,6930,2.82503e+06
21,21,21,8681,3.58859e+06
18,18,18,7534,3.15342e+06
25,25,25,10568,4.46734e+06
21,21,21,8989,3.84776e+06
22,22,22,9527,4.12567e+06
21,21,21,9198,4.02877e+06
13,13,13,5759,2.55126e+06
20,20,20,8966,4.0195e+06
15,15,15,6801,3.08361e+06
20,20,20,9157,4.19257e+06
