#class tools::histo::h1d
#title total number of detected op
#dimension 1
#axis edges 0 0.9 5.1 10.1 15.1 20.1 25.1 30.1 35.1 40.1 45.1 50.1 55.1 60.1 65.1 70.1 75.1 80.1 85.1 90.1 95.1 100.1 105.1 110.1 115.1 120.1 125.1 130.1 135.1 140.1 145.1 150.1 155.1 160.1 165.1 170.1 175.1 180.1 185.1 190.1 195.1 200.1 205.1 210.1 215.1 220.1 225.1 230.1 235.1 240.1 245.1 250.1 255.1 260.1 265.1 270.1 275.1 280.1 285.1 290.1 295.1 300.1 305.1 310.1 315.1 320.1 325.1 330.1 335.1 340.1 345.1 350.1 355.1 360.1 365.1 370.1 375.1 380.1 385.1 390.1 395.1 400.1 405.1 410.1 415.1 420.1 425.1 430.1 435.1 440.1 445.1 450.1 455.1 460.1 465.1 470.1 475.1 480.1 485.1 490.1 495.1 500.1 505.1 510.1 515.1 520.1 525.1 530.1 535.1 540.1 545.1 550.1 555.1 560.1 565.1 570.1 575.1 580.1 585.1 590.1 595.1 600.1 605.1 610.1 615.1 620.1 625.1 630.1 635.1 640.1 645.1 650.1 655.1 660.1 665.1 670.1 675.1 680.1 685.1 690.1 695.1 700.1 705.1 710.1 715.1 720.1 725.1 730.1 735.1 740.1 745.1 750.1 755.1 760.1 765.1 770.1 775.1 780.1 785.1 790.1 795.1 800.1 805.1 810.1 815.1 820.1 825.1 830.1 835.1 840.1 845.1 850.1 855.1 860.1 865.1 870.1 875.1 880.1 885.1 890.1 895.1 900.1 905.1 910.1 915.1 920.1 925.1 930.1 935.1 940.1 945.1 950.1 955.1 960.1 965.1 970.1 975.1 980.1 985.1 990.1 995.1 1000.1 1005.1 1010.1 1015.1 1020.1 1025.1 1030.1 1035.1 1040.1 1045.1 1050.1 1055.1 1060.1 1065.1 1070.1 1075.1 1080.1 1085.1 1090.1 1095.1 1100.1 1105.1 1110.1 1115.1 1120.1 1125.1 1130.1 1135.1 1140.1 1145.1 1150.1 1155.1 1160.1 1165.1 1170.1 1175.1 1180.1 1185.1 1190.1 1195.1 1200.1 1205.1 1210.1 1215.1 1220.1 1225.1 1230.1 1235.1 1240.1 1245.1 1250.1 1255.1 1260.1 1265.1 1270.1 1275.1 1280.1 1285.1 1290.1 1295.1 1300.1 1305.1 1310.1 1315.1 1320.1 1325.1 1330.1 1335.1 1340.1 1345.1 1350.1 1355.1 1360.1 1365.1 1370.1 1375.1 1380.1 1385.1 1390.1 1395.1 1400.1 1405.1 1410.1 1415.1 1420.1 1425.1 1430.1 1435.1 1440.1 1445.1 1450.1 1455.1 1460.1 1465.1 1470.1 1475.1 1480.1 1485.1 1490.1 1495.1 1500.1 1505.1 1510.1 1515.1 1520.1 1525.1 1530.1 1535.1 1540.1 1545.1 1550.1 1555.1 1560.1 1565.1 1570.1 1575.1 1580.1 1585.1 1590.1 1595.1 1600.1 1605.1 1610.1 1615.1 1620.1 1625.1 1630.1 1635.1 1640.1 1645.1 1650.1 1655.1 1660.1 1665.1 1670.1 1675.1 1680.1 1685.1 1690.1 1695.1 1700.1 1705.1 1710.1 1715.1 1720.1 1725.1 1730.1 1735.1 1740.1 1745.1 1750.1 1755.1 1760.1 1765.1 1770.1 1775.1 1780.1 1785.1 1790.1 1795.1 1800.1 1805.1 1810.1 1815.1 1820.1 1825.1 1830.1 1835.1 1840.1 1845.1 1850.1 1855.1 1860.1 1865.1 1870.1 1875.1 1880.1 1885.1 1890.1 1895.1 1900.1 1905.1 1910.1 1915.1 1920.1 1925.1 1930.1 1935.1 1940.1 1945.1 1950.1 1955.1 1960.1 1965.1 1970.1 1975.1 1980.1 1985.1 1990.1 1995.1 2000.1
#annotation axis_x.title 
#bin_number 403
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
9062347,9.06235e+06,9.06235e+06,0,0
358892,358892,358892,877615,2.8284e+06
138357,138357,138357,1.07314e+06,8.59786e+06
82747,82747,82747,1.06167e+06,1.37855e+07
57262,57262,57262,1.02338e+06,1.84039e+07
43686,43686,43686,1.00085e+06,2.30173e+07
35593,35593,35593,994038,2.78328e+07
29921,29921,29921,985349,3.25086e+07
26074,26074,26074,989084,3.75716e+07
22561,22561,22561,968459,4.16178e+07
19426,19426,19426,931215,4.46782e+07
16439,16439,16439,870005,4.60763e+07
14117,14117,14117,817867,4.74112e+07
11818,11818,11818,743836,4.68415e+07
10117,10117,10117,687429,4.67294e+07
8667,8667,8667,632284,4.61444e+07
7360,7360,7360,573740,4.47398e+07
6326,6326,6326,524874,4.35619e+07
5733,5733,5733,504159,4.43467e+07
4865,4865,4865,452039,4.20116e+07
4284,4284,4284,419604,4.11078e+07
3715,3715,3715,382560,3.94024e+07
3243,3243,3243,350102,3.78022e+07
2931,2931,2931,331147,3.74191e+07
2556,2556,2556,301458,3.55596e+07
2164,2164,2164,266161,3.27408e+07
1924,1924,1924,246175,3.15018e+07
1798,1798,1798,239027,3.17799e+07
1583,1583,1583,218448,3.01481e+07
1433,1433,1433,204875,2.92937e+07
1274,1274,1274,188478,2.78863e+07
1164,1164,1164,178140,2.7265e+07
973,973,973,153631,2.42593e+07
902,902,902,147008,2.39612e+07
740,740,740,124267,2.08694e+07
740,740,740,127981,2.21354e+07
617,617,617,109767,1.95292e+07
558,558,558,102069,1.86715e+07
490,490,490,92081,1.73048e+07
466,466,466,89926,1.73544e+07
410,410,410,81174,1.60721e+07
341,341,341,69216,1.40501e+07
340,340,340,70702,1.47029e+07
326,326,326,69422,1.47842e+07
254,254,254,55368,1.20699e+07
234,234,234,52180,1.16361e+07
191,191,191,43541,9.92618e+06
181,181,181,42136,9.80945e+06
162,162,162,38550,9.1738e+06
170,170,170,41280,1.00241e+07
119,119,119,29508,7.31721e+06
126,126,126,31876,8.06439e+06
96,96,96,24763,6.38774e+06
101,101,101,26559,6.98416e+06
80,80,80,21436,5.74393e+06
71,71,71,19376,5.28788e+06
69,69,69,19179,5.33106e+06
61,61,61,17250,4.87819e+06
53,53,53,15257,4.3921e+06
42,42,42,12294,3.59871e+06
45,45,45,13403,3.99209e+06
44,44,44,13337,4.04271e+06
27,27,27,8313,2.55953e+06
39,39,39,12199,3.81585e+06
34,34,34,10809,3.43637e+06
30,30,30,9691,3.13058e+06
31,31,31,10177,3.34106e+06
18,18,18,5992,1.9947e+06
27,27,27,9118,3.07926e+06
16,16,16,5491,1.88448e+06
13,13,13,4519,1.5709e+06
23,23,23,8116,2.86394e+06
14,14,14,5018,1.79862e+06
16,16,16,5809,2.10907e+06
10,10,10,3685,1.35794e+06
13,13,13,4853,1.81168e+06
8,8,8,3018,1.13855e+06
12,12,12,4600,1.76336e+06
17,17,17,6590,2.55463e+06
17,17,17,6675,2.62096e+06
8,8,8,3195,1.27601e+06
10,10,10,4032,1.62573e+06
7,7,7,2853,1.16281e+06
10,10,10,4129,1.70488e+06
3,3,3,1258,527524
8,8,8,3387,1.43398e+06
7,7,7,2999,1.28487e+06
7,7,7,3027,1.30897e+06
2,2,2,875,382817
6,6,6,2653,1.17307e+06
7,7,7,3135,1.40405e+06
7,7,7,3177,1.44191e+06
7,7,7,3201,1.46378e+06
3,3,3,1388,642186
2,2,2,938,439924
5,5,5,2362,1.11582e+06
9,9,9,4307,2.06115e+06
2,2,2,964,464650
2,2,2,974,474340
5,5,5,2462,1.2123e+06
1,1,1,499,249001
1,1,1,504,254016
3,3,3,1521,771149
5,5,5,2568,1.31893e+06
4,4,4,2068,1.06916e+06
3,3,3,1567,818501
