#class tools::histo::h1d
#title Total number of detected op
#dimension 1
#axis edges 0 0.9 20.1 40.1 60.1 80.1 100.1 120.1 140.1 160.1 180.1 200.1 220.1 240.1 260.1 280.1 300.1 320.1 340.1 360.1 380.1 400.1 420.1 440.1 460.1 480.1 500.1 520.1 540.1 560.1 580.1 600.1 620.1 640.1 660.1 680.1 700.1 720.1 740.1 760.1 780.1 800.1 820.1 840.1 860.1 880.1 900.1 920.1 940.1 960.1 980.1 1000.1 1020.1 1040.1 1060.1 1080.1 1100.1 1120.1 1140.1 1160.1 1180.1 1200.1 1220.1 1240.1 1260.1 1280.1 1300.1 1320.1 1340.1 1360.1 1380.1 1400.1 1420.1 1440.1 1460.1 1480.1 1500.1 1520.1 1540.1 1560.1 1580.1 1600.1 1620.1 1640.1 1660.1 1680.1 1700.1 1720.1 1740.1 1760.1 1780.1 1800.1 1820.1 1840.1 1860.1 1880.1 1900.1 1920.1 1940.1 1960.1 1980.1 2000.1
#annotation axis_x.title 
#bin_number 103
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
998836,998836,998836,0,0
542,542,542,3540,36548
99,99,99,2733,78701
44,44,44,2098,101078
27,27,27,1884,132296
23,23,23,2056,184436
8,8,8,903,102125
4,4,4,531,70565
12,12,12,1802,270898
3,3,3,499,83093
4,4,4,751,141013
2,2,2,408,83232
4,4,4,921,212073
2,2,2,492,121082
3,3,3,819,223721
3,3,3,881,258765
1,1,1,319,101761
4,4,4,1329,441591
2,2,2,698,243652
3,3,3,1119,417425
4,4,4,1571,617085
7,7,7,2881,1.186e+06
4,4,4,1731,749203
5,5,5,2273,1.0334e+06
9,9,9,4209,1.9687e+06
4,4,4,1969,969307
4,4,4,2053,1.05382e+06
5,5,5,2665,1.42056e+06
4,4,4,2203,1.21336e+06
3,3,3,1703,966741
6,6,6,3529,2.07582e+06
11,11,11,6689,4.06766e+06
9,9,9,5667,3.56862e+06
12,12,12,7809,5.08214e+06
12,12,12,8088,5.45159e+06
17,17,17,11757,8.13156e+06
28,28,28,19893,1.41341e+07
18,18,18,13131,9.57962e+06
20,20,20,15025,1.12881e+07
14,14,14,10783,8.30574e+06
29,29,29,22898,1.80808e+07
19,19,19,15379,1.24486e+07
21,21,21,17426,1.44611e+07
15,15,15,12716,1.07801e+07
18,18,18,15615,1.35467e+07
11,11,11,9779,8.69408e+06
8,8,8,7252,6.57397e+06
5,5,5,4651,4.32656e+06
6,6,6,5709,5.43242e+06
7,7,7,6822,6.64869e+06
2,2,2,1991,1.98204e+06
4,4,4,4022,4.04414e+06
1,1,1,1023,1.04653e+06
7,7,7,7350,7.71769e+06
1,1,1,1067,1.13849e+06
4,4,4,4350,4.73076e+06
1,1,1,1101,1.2122e+06
2,2,2,2263,2.56058e+06
3,3,3,3450,3.96763e+06
1,1,1,1169,1.36656e+06
2,2,2,2373,2.81559e+06
0,0,0,0,0
1,1,1,1221,1.49084e+06
1,1,1,1243,1.54505e+06
1,1,1,1264,1.5977e+06
0,0,0,0,0
1,1,1,1320,1.7424e+06
0,0,0,0,0
0,0,0,0,0
1,1,1,1362,1.85504e+06
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1647,2.71261e+06
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1773,3.14353e+06
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,4,4,17470,8.33581e+07
