#class tools::histo::h1d
#title Total number of detected op
#dimension 1
#axis edges 0 0.9 20.1 40.1 60.1 80.1 100.1 120.1 140.1 160.1 180.1 200.1 220.1 240.1 260.1 280.1 300.1 320.1 340.1 360.1 380.1 400.1 420.1 440.1 460.1 480.1 500.1 520.1 540.1 560.1 580.1 600.1 620.1 640.1 660.1 680.1 700.1 720.1 740.1 760.1 780.1 800.1 820.1 840.1 860.1 880.1 900.1 920.1 940.1 960.1 980.1 1000.1 1020.1 1040.1 1060.1 1080.1 1100.1 1120.1 1140.1 1160.1 1180.1 1200.1 1220.1 1240.1 1260.1 1280.1 1300.1 1320.1 1340.1 1360.1 1380.1 1400.1 1420.1 1440.1 1460.1 1480.1 1500.1 1520.1 1540.1 1560.1 1580.1 1600.1 1620.1 1640.1 1660.1 1680.1 1700.1 1720.1 1740.1 1760.1 1780.1 1800.1 1820.1 1840.1 1860.1 1880.1 1900.1 1920.1 1940.1 1960.1 1980.1 2000.1
#annotation axis_x.title 
#bin_number 103
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
999476,999476,999476,0,0
32,32,32,367,5199
28,28,28,805,23723
22,22,22,1090,54508
13,13,13,907,63691
3,3,3,262,23122
13,13,13,1397,150321
6,6,6,759,96157
6,6,6,911,138527
10,10,10,1704,290680
6,6,6,1121,209659
1,1,1,208,43264
3,3,3,697,162021
3,3,3,754,189638
0,0,0,0,0
1,1,1,284,80656
3,3,3,943,296465
6,6,6,1970,646918
4,4,4,1398,488762
3,3,3,1092,397526
3,3,3,1168,454834
6,6,6,2460,1.00884e+06
3,3,3,1300,563338
3,3,3,1355,612109
6,6,6,2822,1.32745e+06
1,1,1,492,242064
7,7,7,3568,1.81887e+06
5,5,5,2661,1.41628e+06
7,7,7,3850,2.11772e+06
6,6,6,3410,1.93834e+06
8,8,8,4744,2.8136e+06
6,6,6,3663,2.2364e+06
6,6,6,3774,2.37404e+06
14,14,14,9064,5.86857e+06
4,4,4,2698,1.81987e+06
1,1,1,683,466489
3,3,3,2137,1.52226e+06
8,8,8,5839,4.26199e+06
4,4,4,3010,2.26505e+06
5,5,5,3868,2.99233e+06
10,10,10,7900,6.24145e+06
6,6,6,4857,3.932e+06
6,6,6,4985,4.14198e+06
6,6,6,5082,4.30457e+06
6,6,6,5204,4.51372e+06
5,5,5,4463,3.98385e+06
9,9,9,8210,7.48951e+06
5,5,5,4654,4.33199e+06
5,5,5,4754,4.52018e+06
3,3,3,2929,2.85971e+06
3,3,3,2979,2.9583e+06
3,3,3,3028,3.05641e+06
5,5,5,5123,5.24907e+06
6,6,6,6299,6.61301e+06
6,6,6,6436,6.90374e+06
1,1,1,1081,1.16856e+06
4,4,4,4446,4.94181e+06
1,1,1,1139,1.29732e+06
4,4,4,4612,5.31774e+06
6,6,6,7005,8.17842e+06
6,6,6,7152,8.52532e+06
4,4,4,4851,5.8832e+06
3,3,3,3703,4.5708e+06
3,3,3,3757,4.70506e+06
6,6,6,7631,9.70569e+06
2,2,2,2578,3.32314e+06
2,2,2,2606,3.39562e+06
6,6,6,7973,1.05951e+07
1,1,1,1352,1.8279e+06
2,2,2,2751,3.784e+06
2,2,2,2793,3.90042e+06
5,5,5,7063,9.9775e+06
3,3,3,4295,6.14915e+06
5,5,5,7261,1.05445e+07
4,4,4,5888,8.66724e+06
3,3,3,4473,6.66928e+06
5,5,5,7559,1.14279e+07
1,1,1,1530,2.3409e+06
4,4,4,6202,9.61629e+06
5,5,5,7852,1.23309e+07
1,1,1,1589,2.52492e+06
4,4,4,6440,1.03686e+07
3,3,3,4880,7.93819e+06
1,1,1,1656,2.74234e+06
2,2,2,3337,5.56779e+06
3,3,3,5060,8.53455e+06
1,1,1,1714,2.9378e+06
4,4,4,6924,1.19856e+07
3,3,3,5244,9.16653e+06
2,2,2,3543,6.27643e+06
1,1,1,1785,3.18622e+06
2,2,2,3619,6.54866e+06
4,4,4,7324,1.34103e+07
2,2,2,3713,6.89321e+06
7,7,7,13086,2.44637e+07
4,4,4,7583,1.43756e+07
3,3,3,5707,1.08566e+07
0,0,0,0,0
6,6,6,11702,2.2823e+07
2,2,2,3944,7.77757e+06
1,1,1,1998,3.992e+06
27,27,27,85550,4.39192e+08
