#class tools::histo::h1d
#title total number of detected op
#dimension 1
#axis edges 0 0.9 5.1 10.1 15.1 20.1 25.1 30.1 35.1 40.1 45.1 50.1 55.1 60.1 65.1 70.1 75.1 80.1 85.1 90.1 95.1 100.1 105.1 110.1 115.1 120.1 125.1 130.1 135.1 140.1 145.1 150.1 155.1 160.1 165.1 170.1 175.1 180.1 185.1 190.1 195.1 200.1 205.1 210.1 215.1 220.1 225.1 230.1 235.1 240.1 245.1 250.1 255.1 260.1 265.1 270.1 275.1 280.1 285.1 290.1 295.1 300.1 305.1 310.1 315.1 320.1 325.1 330.1 335.1 340.1 345.1 350.1 355.1 360.1 365.1 370.1 375.1 380.1 385.1 390.1 395.1 400.1 405.1 410.1 415.1 420.1 425.1 430.1 435.1 440.1 445.1 450.1 455.1 460.1 465.1 470.1 475.1 480.1 485.1 490.1 495.1 500.1 505.1 510.1 515.1 520.1 525.1 530.1 535.1 540.1 545.1 550.1 555.1 560.1 565.1 570.1 575.1 580.1 585.1 590.1 595.1 600.1 605.1 610.1 615.1 620.1 625.1 630.1 635.1 640.1 645.1 650.1 655.1 660.1 665.1 670.1 675.1 680.1 685.1 690.1 695.1 700.1 705.1 710.1 715.1 720.1 725.1 730.1 735.1 740.1 745.1 750.1 755.1 760.1 765.1 770.1 775.1 780.1 785.1 790.1 795.1 800.1 805.1 810.1 815.1 820.1 825.1 830.1 835.1 840.1 845.1 850.1 855.1 860.1 865.1 870.1 875.1 880.1 885.1 890.1 895.1 900.1 905.1 910.1 915.1 920.1 925.1 930.1 935.1 940.1 945.1 950.1 955.1 960.1 965.1 970.1 975.1 980.1 985.1 990.1 995.1 1000.1 1005.1 1010.1 1015.1 1020.1 1025.1 1030.1 1035.1 1040.1 1045.1 1050.1 1055.1 1060.1 1065.1 1070.1 1075.1 1080.1 1085.1 1090.1 1095.1 1100.1 1105.1 1110.1 1115.1 1120.1 1125.1 1130.1 1135.1 1140.1 1145.1 1150.1 1155.1 1160.1 1165.1 1170.1 1175.1 1180.1 1185.1 1190.1 1195.1 1200.1 1205.1 1210.1 1215.1 1220.1 1225.1 1230.1 1235.1 1240.1 1245.1 1250.1 1255.1 1260.1 1265.1 1270.1 1275.1 1280.1 1285.1 1290.1 1295.1 1300.1 1305.1 1310.1 1315.1 1320.1 1325.1 1330.1 1335.1 1340.1 1345.1 1350.1 1355.1 1360.1 1365.1 1370.1 1375.1 1380.1 1385.1 1390.1 1395.1 1400.1 1405.1 1410.1 1415.1 1420.1 1425.1 1430.1 1435.1 1440.1 1445.1 1450.1 1455.1 1460.1 1465.1 1470.1 1475.1 1480.1 1485.1 1490.1 1495.1 1500.1 1505.1 1510.1 1515.1 1520.1 1525.1 1530.1 1535.1 1540.1 1545.1 1550.1 1555.1 1560.1 1565.1 1570.1 1575.1 1580.1 1585.1 1590.1 1595.1 1600.1 1605.1 1610.1 1615.1 1620.1 1625.1 1630.1 1635.1 1640.1 1645.1 1650.1 1655.1 1660.1 1665.1 1670.1 1675.1 1680.1 1685.1 1690.1 1695.1 1700.1 1705.1 1710.1 1715.1 1720.1 1725.1 1730.1 1735.1 1740.1 1745.1 1750.1 1755.1 1760.1 1765.1 1770.1 1775.1 1780.1 1785.1 1790.1 1795.1 1800.1 1805.1 1810.1 1815.1 1820.1 1825.1 1830.1 1835.1 1840.1 1845.1 1850.1 1855.1 1860.1 1865.1 1870.1 1875.1 1880.1 1885.1 1890.1 1895.1 1900.1 1905.1 1910.1 1915.1 1920.1 1925.1 1930.1 1935.1 1940.1 1945.1 1950.1 1955.1 1960.1 1965.1 1970.1 1975.1 1980.1 1985.1 1990.1 1995.1 2000.1
#annotation axis_x.title 
#bin_number 403
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
2282912,2.28291e+06,2.28291e+06,0,0
1024585,1.02458e+06,1.02458e+06,2.92406e+06,1.04566e+07
875334,875334,875334,6.96994e+06,5.72486e+07
793693,793693,793693,1.02834e+07,1.34818e+08
704772,704772,704772,1.26516e+07,2.28522e+08
616019,616019,616019,1.41331e+07,3.25483e+08
534754,534754,534754,1.49405e+07,4.18492e+08
461372,461372,461372,1.5198e+07,5.01557e+08
398824,398824,398824,1.51305e+07,5.74818e+08
342024,342024,342024,1.46856e+07,6.31245e+08
292272,292272,292272,1.40117e+07,6.72316e+08
249411,249411,249411,1.32021e+07,6.99326e+08
213182,213182,213182,1.23506e+07,7.15949e+08
181618,181618,181618,1.14301e+07,7.19709e+08
153839,153839,153839,1.04512e+07,7.10316e+08
131546,131546,131546,9.59362e+06,6.99923e+08
111724,111724,111724,8.70708e+06,6.78799e+08
95179,95179,95179,7.89387e+06,6.54885e+08
80948,80948,80948,7.11815e+06,6.26094e+08
68013,68013,68013,6.32134e+06,5.8766e+08
57591,57591,57591,5.64008e+06,5.52467e+08
49470,49470,49470,5.09168e+06,5.24158e+08
41143,41143,41143,4.44076e+06,4.79395e+08
35059,35059,35059,3.95912e+06,4.47162e+08
29719,29719,29719,3.50528e+06,4.13498e+08
25235,25235,25235,3.10217e+06,3.81405e+08
21324,21324,21324,2.728e+06,3.49039e+08
18097,18097,18097,2.40554e+06,3.19792e+08
15696,15696,15696,2.16506e+06,2.98673e+08
13210,13210,13210,1.88828e+06,2.69944e+08
11123,11123,11123,1.64547e+06,2.43443e+08
9671,9671,9671,1.47928e+06,2.2629e+08
8153,8153,8153,1.28773e+06,2.03407e+08
6834,6834,6834,1.11348e+06,1.81436e+08
5794,5794,5794,973287,1.63506e+08
5008,5008,5008,866095,1.49794e+08
4352,4352,4352,774343,1.37786e+08
3772,3772,3772,690045,1.26244e+08
3265,3265,3265,613771,1.15386e+08
2736,2736,2736,527846,1.01841e+08
2402,2402,2402,475532,9.41475e+07
2082,2082,2082,422582,8.57754e+07
1830,1830,1830,380593,7.91571e+07
1532,1532,1532,326315,6.95079e+07
1446,1446,1446,315112,6.86721e+07
1228,1228,1228,273815,6.10568e+07
1037,1037,1037,236369,5.38789e+07
872,872,872,203114,4.73128e+07
819,819,819,194905,4.6385e+07
691,691,691,167922,4.08087e+07
614,614,614,152237,3.77474e+07
577,577,577,145963,3.69253e+07
476,476,476,122814,3.16885e+07
417,417,417,109698,2.88585e+07
395,395,395,105862,2.83723e+07
372,372,372,101547,2.77206e+07
327,327,327,90864,2.52492e+07
260,260,260,73593,2.0831e+07
278,278,278,80038,2.3044e+07
219,219,219,64133,1.87814e+07
238,238,238,70957,2.11555e+07
195,195,195,59089,1.79056e+07
171,171,171,52687,1.62338e+07
163,163,163,51047,1.59868e+07
132,132,132,41955,1.33353e+07
129,129,129,41664,1.34567e+07
129,129,129,42286,1.38615e+07
118,118,118,39289,1.30818e+07
82,82,82,27708,9.36278e+06
66,66,66,22623,7.75466e+06
79,79,79,27491,9.5667e+06
80,80,80,28229,9.96112e+06
63,63,63,22562,8.08018e+06
84,84,84,30511,1.10826e+07
72,72,72,26478,9.73739e+06
59,59,59,22002,8.20499e+06
64,64,64,24195,9.14698e+06
57,57,57,21829,8.35985e+06
51,51,51,19772,7.66543e+06
49,49,49,19253,7.56495e+06
50,50,50,19896,7.91712e+06
41,41,41,16538,6.67094e+06
36,36,36,14693,5.99686e+06
45,45,45,18575,7.66745e+06
38,38,38,15861,6.62036e+06
29,29,29,12263,5.1856e+06
34,34,34,14551,6.22747e+06
22,22,22,9531,4.12914e+06
32,32,32,14014,6.13731e+06
20,20,20,8864,3.92856e+06
16,16,16,7163,3.20681e+06
