#class tools::histo::h1d
#title total number of detected op
#dimension 1
#axis edges 0 0.9 5.1 10.1 15.1 20.1 25.1 30.1 35.1 40.1 45.1 50.1 55.1 60.1 65.1 70.1 75.1 80.1 85.1 90.1 95.1 100.1 105.1 110.1 115.1 120.1 125.1 130.1 135.1 140.1 145.1 150.1 155.1 160.1 165.1 170.1 175.1 180.1 185.1 190.1 195.1 200.1 205.1 210.1 215.1 220.1 225.1 230.1 235.1 240.1 245.1 250.1 255.1 260.1 265.1 270.1 275.1 280.1 285.1 290.1 295.1 300.1 305.1 310.1 315.1 320.1 325.1 330.1 335.1 340.1 345.1 350.1 355.1 360.1 365.1 370.1 375.1 380.1 385.1 390.1 395.1 400.1 405.1 410.1 415.1 420.1 425.1 430.1 435.1 440.1 445.1 450.1 455.1 460.1 465.1 470.1 475.1 480.1 485.1 490.1 495.1 500.1 505.1 510.1 515.1 520.1 525.1 530.1 535.1 540.1 545.1 550.1 555.1 560.1 565.1 570.1 575.1 580.1 585.1 590.1 595.1 600.1 605.1 610.1 615.1 620.1 625.1 630.1 635.1 640.1 645.1 650.1 655.1 660.1 665.1 670.1 675.1 680.1 685.1 690.1 695.1 700.1 705.1 710.1 715.1 720.1 725.1 730.1 735.1 740.1 745.1 750.1 755.1 760.1 765.1 770.1 775.1 780.1 785.1 790.1 795.1 800.1 805.1 810.1 815.1 820.1 825.1 830.1 835.1 840.1 845.1 850.1 855.1 860.1 865.1 870.1 875.1 880.1 885.1 890.1 895.1 900.1 905.1 910.1 915.1 920.1 925.1 930.1 935.1 940.1 945.1 950.1 955.1 960.1 965.1 970.1 975.1 980.1 985.1 990.1 995.1 1000.1 1005.1 1010.1 1015.1 1020.1 1025.1 1030.1 1035.1 1040.1 1045.1 1050.1 1055.1 1060.1 1065.1 1070.1 1075.1 1080.1 1085.1 1090.1 1095.1 1100.1 1105.1 1110.1 1115.1 1120.1 1125.1 1130.1 1135.1 1140.1 1145.1 1150.1 1155.1 1160.1 1165.1 1170.1 1175.1 1180.1 1185.1 1190.1 1195.1 1200.1 1205.1 1210.1 1215.1 1220.1 1225.1 1230.1 1235.1 1240.1 1245.1 1250.1 1255.1 1260.1 1265.1 1270.1 1275.1 1280.1 1285.1 1290.1 1295.1 1300.1 1305.1 1310.1 1315.1 1320.1 1325.1 1330.1 1335.1 1340.1 1345.1 1350.1 1355.1 1360.1 1365.1 1370.1 1375.1 1380.1 1385.1 1390.1 1395.1 1400.1 1405.1 1410.1 1415.1 1420.1 1425.1 1430.1 1435.1 1440.1 1445.1 1450.1 1455.1 1460.1 1465.1 1470.1 1475.1 1480.1 1485.1 1490.1 1495.1 1500.1 1505.1 1510.1 1515.1 1520.1 1525.1 1530.1 1535.1 1540.1 1545.1 1550.1 1555.1 1560.1 1565.1 1570.1 1575.1 1580.1 1585.1 1590.1 1595.1 1600.1 1605.1 1610.1 1615.1 1620.1 1625.1 1630.1 1635.1 1640.1 1645.1 1650.1 1655.1 1660.1 1665.1 1670.1 1675.1 1680.1 1685.1 1690.1 1695.1 1700.1 1705.1 1710.1 1715.1 1720.1 1725.1 1730.1 1735.1 1740.1 1745.1 1750.1 1755.1 1760.1 1765.1 1770.1 1775.1 1780.1 1785.1 1790.1 1795.1 1800.1 1805.1 1810.1 1815.1 1820.1 1825.1 1830.1 1835.1 1840.1 1845.1 1850.1 1855.1 1860.1 1865.1 1870.1 1875.1 1880.1 1885.1 1890.1 1895.1 1900.1 1905.1 1910.1 1915.1 1920.1 1925.1 1930.1 1935.1 1940.1 1945.1 1950.1 1955.1 1960.1 1965.1 1970.1 1975.1 1980.1 1985.1 1990.1 1995.1 2000.1
#annotation axis_x.title 
#bin_number 403
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
6393821,6.39382e+06,6.39382e+06,0,0
822704,822704,822704,2.28959e+06,8.05911e+06
601646,601646,601646,4.75594e+06,3.87938e+07
475527,475527,475527,6.13543e+06,8.01106e+07
369225,369225,369225,6.60954e+06,1.19054e+08
284813,284813,284813,6.52066e+06,1.49856e+08
220482,220482,220482,6.15054e+06,1.72014e+08
170875,170875,170875,5.62104e+06,1.85247e+08
133712,133712,133712,5.0673e+06,1.92303e+08
104766,104766,104766,4.49471e+06,1.93042e+08
83037,83037,83037,3.97746e+06,1.90685e+08
65848,65848,65848,3.48404e+06,1.84474e+08
52427,52427,52427,3.03571e+06,1.75883e+08
41757,41757,41757,2.62725e+06,1.65384e+08
32947,32947,32947,2.23706e+06,1.5196e+08
27224,27224,27224,1.98496e+06,1.44782e+08
21472,21472,21472,1.67322e+06,1.3043e+08
17422,17422,17422,1.4442e+06,1.19752e+08
14115,14115,14115,1.24088e+06,1.09116e+08
11382,11382,11382,1.05764e+06,9.83005e+07
9310,9310,9310,911495,8.92582e+07
7487,7487,7487,770549,7.93186e+07
6166,6166,6166,665268,7.17902e+07
5083,5083,5083,574106,6.48533e+07
4034,4034,4034,475660,5.60944e+07
3394,3394,3394,417169,5.12825e+07
2825,2825,2825,361472,4.62578e+07
2406,2406,2406,319878,4.25326e+07
1997,1997,1997,275440,3.79946e+07
1625,1625,1625,232224,3.31897e+07
1370,1370,1370,202648,2.99779e+07
1261,1261,1261,192825,2.94882e+07
1014,1014,1014,160150,2.52959e+07
767,767,767,124924,2.03483e+07
742,742,742,124664,2.09464e+07
621,621,621,107393,1.85733e+07
521,521,521,92679,1.64874e+07
487,487,487,89026,1.62754e+07
374,374,374,70322,1.32232e+07
340,340,340,65618,1.26646e+07
283,283,283,56004,1.10834e+07
237,237,237,48079,9.75402e+06
244,244,244,50732,1.05486e+07
224,224,224,47710,1.01622e+07
181,181,181,39477,8.61051e+06
162,162,162,36136,8.06084e+06
125,125,125,28498,6.49732e+06
118,118,118,27481,6.40029e+06
119,119,119,28341,6.7499e+06
99,99,99,24053,5.84411e+06
88,88,88,21842,5.42145e+06
76,76,76,19198,4.84967e+06
81,81,81,20894,5.38979e+06
70,70,70,18402,4.83777e+06
56,56,56,15004,4.02009e+06
66,66,66,18024,4.92232e+06
55,55,55,15288,4.24962e+06
55,55,55,15556,4.39991e+06
38,38,38,10939,3.14907e+06
38,38,38,11124,3.25648e+06
43,43,43,12814,3.81865e+06
32,32,32,9701,2.94097e+06
29,29,29,8934,2.75235e+06
26,26,26,8142,2.54975e+06
24,24,24,7640,2.43211e+06
18,18,18,5818,1.88055e+06
20,20,20,6563,2.15368e+06
16,16,16,5314,1.76494e+06
13,13,13,4400,1.48925e+06
21,21,21,7209,2.47479e+06
17,17,17,5920,2.06159e+06
16,16,16,5638,1.98671e+06
10,10,10,3576,1.27879e+06
13,13,13,4723,1.71594e+06
11,11,11,4050,1.49116e+06
18,18,18,6717,2.5066e+06
13,13,13,4923,1.86433e+06
11,11,11,4216,1.6159e+06
13,13,13,5043,1.95632e+06
12,12,12,4708,1.84713e+06
7,7,7,2785,1.10805e+06
10,10,10,4031,1.62493e+06
7,7,7,2858,1.16689e+06
11,11,11,4547,1.87958e+06
8,8,8,3344,1.39781e+06
9,9,9,3815,1.61714e+06
5,5,5,2140,915934
10,10,10,4330,1.87491e+06
6,6,6,2631,1.1537e+06
6,6,6,2658,1.17751e+06
10,10,10,4475,2.00258e+06
8,8,8,3620,1.63807e+06
3,3,3,1371,626553
5,5,5,2321,1.07742e+06
3,3,3,1405,658013
0,0,0,0,0
5,5,5,2393,1.1453e+06
5,5,5,2413,1.16453e+06
5,5,5,2439,1.18975e+06
6,6,6,2954,1.45436e+06
