#class tools::histo::h1d
#title total number of detected op
#dimension 1
#axis edges 0 0.9 5.1 10.1 15.1 20.1 25.1 30.1 35.1 40.1 45.1 50.1 55.1 60.1 65.1 70.1 75.1 80.1 85.1 90.1 95.1 100.1 105.1 110.1 115.1 120.1 125.1 130.1 135.1 140.1 145.1 150.1 155.1 160.1 165.1 170.1 175.1 180.1 185.1 190.1 195.1 200.1 205.1 210.1 215.1 220.1 225.1 230.1 235.1 240.1 245.1 250.1 255.1 260.1 265.1 270.1 275.1 280.1 285.1 290.1 295.1 300.1 305.1 310.1 315.1 320.1 325.1 330.1 335.1 340.1 345.1 350.1 355.1 360.1 365.1 370.1 375.1 380.1 385.1 390.1 395.1 400.1 405.1 410.1 415.1 420.1 425.1 430.1 435.1 440.1 445.1 450.1 455.1 460.1 465.1 470.1 475.1 480.1 485.1 490.1 495.1 500.1 505.1 510.1 515.1 520.1 525.1 530.1 535.1 540.1 545.1 550.1 555.1 560.1 565.1 570.1 575.1 580.1 585.1 590.1 595.1 600.1 605.1 610.1 615.1 620.1 625.1 630.1 635.1 640.1 645.1 650.1 655.1 660.1 665.1 670.1 675.1 680.1 685.1 690.1 695.1 700.1 705.1 710.1 715.1 720.1 725.1 730.1 735.1 740.1 745.1 750.1 755.1 760.1 765.1 770.1 775.1 780.1 785.1 790.1 795.1 800.1 805.1 810.1 815.1 820.1 825.1 830.1 835.1 840.1 845.1 850.1 855.1 860.1 865.1 870.1 875.1 880.1 885.1 890.1 895.1 900.1 905.1 910.1 915.1 920.1 925.1 930.1 935.1 940.1 945.1 950.1 955.1 960.1 965.1 970.1 975.1 980.1 985.1 990.1 995.1 1000.1 1005.1 1010.1 1015.1 1020.1 1025.1 1030.1 1035.1 1040.1 1045.1 1050.1 1055.1 1060.1 1065.1 1070.1 1075.1 1080.1 1085.1 1090.1 1095.1 1100.1 1105.1 1110.1 1115.1 1120.1 1125.1 1130.1 1135.1 1140.1 1145.1 1150.1 1155.1 1160.1 1165.1 1170.1 1175.1 1180.1 1185.1 1190.1 1195.1 1200.1 1205.1 1210.1 1215.1 1220.1 1225.1 1230.1 1235.1 1240.1 1245.1 1250.1 1255.1 1260.1 1265.1 1270.1 1275.1 1280.1 1285.1 1290.1 1295.1 1300.1 1305.1 1310.1 1315.1 1320.1 1325.1 1330.1 1335.1 1340.1 1345.1 1350.1 1355.1 1360.1 1365.1 1370.1 1375.1 1380.1 1385.1 1390.1 1395.1 1400.1 1405.1 1410.1 1415.1 1420.1 1425.1 1430.1 1435.1 1440.1 1445.1 1450.1 1455.1 1460.1 1465.1 1470.1 1475.1 1480.1 1485.1 1490.1 1495.1 1500.1 1505.1 1510.1 1515.1 1520.1 1525.1 1530.1 1535.1 1540.1 1545.1 1550.1 1555.1 1560.1 1565.1 1570.1 1575.1 1580.1 1585.1 1590.1 1595.1 1600.1 1605.1 1610.1 1615.1 1620.1 1625.1 1630.1 1635.1 1640.1 1645.1 1650.1 1655.1 1660.1 1665.1 1670.1 1675.1 1680.1 1685.1 1690.1 1695.1 1700.1 1705.1 1710.1 1715.1 1720.1 1725.1 1730.1 1735.1 1740.1 1745.1 1750.1 1755.1 1760.1 1765.1 1770.1 1775.1 1780.1 1785.1 1790.1 1795.1 1800.1 1805.1 1810.1 1815.1 1820.1 1825.1 1830.1 1835.1 1840.1 1845.1 1850.1 1855.1 1860.1 1865.1 1870.1 1875.1 1880.1 1885.1 1890.1 1895.1 1900.1 1905.1 1910.1 1915.1 1920.1 1925.1 1930.1 1935.1 1940.1 1945.1 1950.1 1955.1 1960.1 1965.1 1970.1 1975.1 1980.1 1985.1 1990.1 1995.1 2000.1
#annotation axis_x.title 
#bin_number 403
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
9884817,9.88482e+06,9.88482e+06,0,0
8826,8826,8826,25302,90290
6823,6823,6823,53923,439867
5266,5266,5266,67982,888058
4257,4257,4257,76224,1.37339e+06
3306,3306,3306,75769,1.74317e+06
2802,2802,2802,78191,2.18759e+06
2322,2322,2322,76483,2.52385e+06
2001,2001,2001,75858,2.87983e+06
1679,1679,1679,72136,3.10255e+06
1617,1617,1617,77553,3.7227e+06
1418,1418,1418,75039,3.9738e+06
1299,1299,1299,75278,4.36493e+06
1201,1201,1201,75567,4.75713e+06
1038,1038,1038,70580,4.80119e+06
951,951,951,69439,5.0721e+06
887,887,887,69138,5.39072e+06
861,861,861,71449,5.93086e+06
746,746,746,65582,5.76679e+06
688,688,688,63886,5.93364e+06
661,661,661,64739,6.34185e+06
670,670,670,68933,7.09346e+06
611,611,611,65944,7.11838e+06
527,527,527,59512,6.72157e+06
537,537,537,63377,7.48088e+06
465,465,465,57216,7.04108e+06
442,442,442,56573,7.24183e+06
448,448,448,59538,7.91331e+06
424,424,424,58536,8.08214e+06
399,399,399,57051,8.15821e+06
359,359,359,53117,7.85985e+06
337,337,337,51579,7.89501e+06
341,341,341,53821,8.49537e+06
292,292,292,47607,7.7623e+06
324,324,324,54448,9.1506e+06
286,286,286,49479,8.56066e+06
276,276,276,49110,8.73891e+06
304,304,304,55660,1.01915e+07
247,247,247,46419,8.72408e+06
299,299,299,57674,1.11252e+07
251,251,251,49660,9.82565e+06
227,227,227,46111,9.36709e+06
239,239,239,49740,1.03522e+07
224,224,224,47689,1.01533e+07
217,217,217,47310,1.03149e+07
219,219,219,48808,1.08782e+07
226,226,226,51555,1.17612e+07
220,220,220,51251,1.19399e+07
200,200,200,47602,1.13301e+07
204,204,204,49551,1.20362e+07
221,221,221,54811,1.35943e+07
186,186,186,47028,1.18908e+07
203,203,203,52394,1.35232e+07
187,187,187,49196,1.29429e+07
203,203,203,54427,1.4593e+07
174,174,174,47494,1.2964e+07
204,204,204,56712,1.57664e+07
192,192,192,54333,1.53758e+07
179,179,179,51569,1.48571e+07
190,190,190,55662,1.6307e+07
204,204,204,60791,1.81158e+07
193,193,193,58489,1.77256e+07
174,174,174,53631,1.65307e+07
180,180,180,56327,1.76266e+07
176,176,176,55970,1.77994e+07
189,189,189,61053,1.97224e+07
178,178,178,58363,1.91366e+07
196,196,196,65253,2.17247e+07
192,192,192,64865,2.19143e+07
205,205,205,70295,2.41047e+07
184,184,184,64000,2.22613e+07
184,184,184,64953,2.29291e+07
183,183,183,65470,2.34229e+07
181,181,181,65697,2.38462e+07
159,159,159,58527,2.15438e+07
191,191,191,71272,2.65957e+07
197,197,197,74476,2.81561e+07
194,194,194,74293,2.84512e+07
171,171,171,66366,2.57573e+07
179,179,179,70352,2.76507e+07
177,177,177,70472,2.80585e+07
201,201,201,81002,3.26438e+07
197,197,197,80356,3.27775e+07
177,177,177,73105,3.01943e+07
179,179,179,74815,3.12701e+07
176,176,176,74441,3.14859e+07
184,184,184,78766,3.37182e+07
194,194,194,84012,3.63819e+07
212,212,212,92860,4.06749e+07
185,185,185,81979,3.63277e+07
206,206,206,92258,4.13186e+07
226,226,226,102377,4.63768e+07
209,209,209,95702,4.38228e+07
183,183,183,84737,3.92373e+07
215,215,215,100644,4.7113e+07
172,172,172,81380,3.85044e+07
209,209,209,99878,4.77307e+07
202,202,202,97585,4.71431e+07
215,215,215,104943,5.12238e+07
204,204,204,100579,4.95893e+07
211,211,211,105094,5.23452e+07
204,204,204,102626,5.16283e+07
213,213,213,108208,5.49721e+07
246,246,246,126213,6.47554e+07
221,221,221,114509,5.93322e+07
226,226,226,118179,6.17981e+07
211,211,211,111403,5.88185e+07
222,222,222,118300,6.30405e+07
